winner_name;loser_name;event_date;method;round;time;time_format;bout_type;event_name;event_location;winner_stance;loser_stance;winner;delta_KD;delta_sig_str_pct;delta_total_str_pct;delta_TD_pct;delta_sub_att;delta_rev;delta_ctrl;delta_sig_str_head_acc_pct;delta_sig_str_body_acc_pct;delta_sig_str_leg_acc_pct;delta_sig_str_distance_acc_pct;delta_sig_str_clinch_acc_pct;delta_sig_str_ground_acc_pct;delta_sig_str_head_tar_pct;delta_sig_str_body_tar_pct;delta_sig_str_leg_tar_pct;delta_sig_str_distance_pos_pct;delta_sig_str_clinch_pos_pct;delta_sig_str_ground_pos_pct;delta_height;delta_reach;delta_slpm_cs;delta_str_acc_cs;delta_sapm_cs;delta_str_def_cs;delta_td_avg_cs;delta_td_acc_cs;delta_td_def_cs;delta_sub_avg_cs
BRANDON MORENO;KAI KARA-FRANCE;30/07/2022;KO/TKO;3.0;4:34;5 Rnd (5-5-5-5-5);UFC Interim Flyweight Title Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Orthodox;Orthodox;red;1.0;-10.0;-15.1;-50.0;0.0;0.0;21.0;-1.47;5.0;25.71;-10.54;0.0;-14.58;29.0;15.0;-44.0;-9.0;0.0;9.0;7.62;2.54;-1.61;-1.0;-0.43;-7.0;1.48;22.0;-19.0;0.6
SERGEI PAVLOVICH;DERRICK LEWIS;30/07/2022;KO/TKO;1.0;0:55;3 Rnd (5-5-5);Heavyweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Southpaw;Orthodox;blue;1.0;-4.0;-4.17;0.0;0.0;0.0;2.0;12.5;-100.0;-100.0;-3.03;0.0;50.0;50.0;-25.0;-25.0;-7.0;0.0;6.0;0.0;12.7;3.96;2.0;2.43;0.0;-0.52;-26.0;-4.0;0.0
ALEXANDRE PANTOJA;ALEX PEREZ;30/07/2022;Submission;1.0;1:31;3 Rnd (5-5-5);Flyweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Orthodox;Orthodox;red;0.0;-5.0;-4.76;100.0;1.0;0.0;66.0;-5.59;100.0;-100.0;-13.28;100.0;0.0;-3.0;12.0;-10.0;-13.0;12.0;0.0;-2.54;5.08;-0.32;0.0;0.31;-8.0;-1.98;-10.0;-19.0;-0.4
MAGOMED ANKALAEV;ANTHONY SMITH;30/07/2022;KO/TKO;2.0;3:09;3 Rnd (5-5-5);Light Heavyweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Orthodox;Orthodox;red;0.0;8.0;8.9;0.0;0.0;0.0;95.0;23.1;4.17;-10.0;1.43;100.0;-31.25;34.0;-14.0;-19.0;-44.0;2.0;42.0;-2.54;-2.54;0.47;7.0;-2.6;23.0;0.69;5.0;34.0;-0.7
ALEX MORONO;MATTHEW SEMELSBERGER;30/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Orthodox;Switch;red;-1.0;22.0;21.26;-100.0;0.0;0.0;-134.0;32.58;29.69;-80.77;24.55;2.78;37.5;43.0;-15.0;-28.0;11.0;-6.0;-6.0;-5.08;-7.62;-2.97;-8.0;-1.62;0.0;-1.53;-72.0;-53.0;-0.6
DREW DOBER;RAFAEL ALVES;30/07/2022;KO/TKO;3.0;1:30;3 Rnd (5-5-5);Lightweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Southpaw;Orthodox;red;1.0;-13.0;-16.44;-33.0;0.0;0.0;-137.0;-12.24;-16.67;-33.33;-11.4;-100.0;28.57;-3.0;11.0;-7.0;13.0;-2.0;-10.0;0.0;5.08;2.31;-5.0;0.21;-5.0;0.8;17.0;-45.0;-1.8
DRAKKAR KLOSE;RAFA GARCIA;30/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Orthodox;Orthodox;red;0.0;-6.0;-11.34;-7.0;0.0;0.0;-49.0;-19.11;-6.9;15.91;-13.72;11.38;71.43;-28.0;21.0;8.0;-15.0;7.0;8.0;5.08;0.0;0.42;30.0;-2.96;-1.0;1.56;30.0;-32.0;0.0
MICHAEL MORALES;ADAM FUGITT;30/07/2022;KO/TKO;3.0;1:09;3 Rnd (5-5-5);Welterweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;;;red;2.0;-2.0;-1.64;-12.0;0.0;0.0;-99.0;9.62;0.86;7.69;-8.2;10.59;100.0;39.0;-23.0;-16.0;-13.0;5.0;8.0;;;;;;;;;;
JOSELYNE EDWARDS;JI YEON KIM;30/07/2022;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Women's Bantamweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Orthodox;Orthodox;red;0.0;3.0;3.54;33.0;0.0;0.0;102.0;4.25;-9.25;-30.4;2.72;10.0;-33.33;-12.0;23.0;-12.0;1.0;-1.0;0.0;2.54;-5.08;-0.3;19.0;-1.11;-11.0;0.5;16.0;-5.0;0.5
NICOLAE NEGUMEREANU;IHOR POTIERIA;30/07/2022;KO/TKO;2.0;3:33;3 Rnd (5-5-5);Light Heavyweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Orthodox;;red;0.0;-1.0;-2.16;66.0;0.0;0.0;241.0;7.55;-36.36;-100.0;-9.65;-7.59;-50.0;18.0;6.0;-23.0;-36.0;34.0;3.0;;;;;;;;;;
ORION COSCE;BLOOD DIAMOND;30/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC 277: Pena vs. Nunes 2;Dallas, Texas, USA;Switch;;red;0.0;-16.0;0.53;37.0;0.0;0.0;498.0;-14.07;-12.74;35.71;-27.04;-14.09;72.73;12.0;-1.0;-10.0;-21.0;-10.0;32.0;;;;;;;;;;
CURTIS BLAYDES;TOM ASPINALL;23/07/2022;KO/TKO;1.0;0:15;5 Rnd (5-5-5-5-5);Heavyweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Orthodox;red;0.0;-20.0;-20.0;0.0;0.0;0.0;1.0;25.0;0.0;0.0;-20.0;0.0;0.0;50.0;-8.0;-41.0;0.0;0.0;0.0;-2.54;5.08;-3.84;-13.0;-1.36;-8.0;3.1;-46.0;33.0;-1.8
JACK HERMANSSON;CHRIS CURTIS;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Orthodox;red;0.0;5.0;5.44;0.0;0.0;0.0;0.0;7.05;-15.87;90.0;6.91;-80.0;0.0;7.0;-33.0;27.0;4.0;-3.0;0.0;7.62;;-2.2;-26.0;-1.88;-6.0;1.96;34.0;75.0;0.7
PADDY PIMBLETT;JORDAN LEAVITT;23/07/2022;Submission;2.0;2:46;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;;Southpaw;red;0.0;-29.0;-28.82;67.0;4.0;0.0;-186.0;-21.32;-25.0;0.0;-56.82;18.89;62.5;51.0;-45.0;-7.0;-33.0;4.0;29.0;;;;;;;;;;
NIKITA KRYLOV;ALEXANDER GUSTAFSSON;23/07/2022;KO/TKO;1.0;1:07;3 Rnd (5-5-5);Light Heavyweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Orthodox;red;2.0;-3.0;2.22;0.0;0.0;0.0;2.0;1.4;0.0;50.0;-19.71;80.0;70.0;12.0;-17.0;3.0;-43.0;15.0;26.0;-5.08;-5.08;0.31;16.0;-0.9;-8.0;-0.2;-6.0;-28.0;0.9
MOLLY MCCANN;HANNAH GOLDY;23/07/2022;KO/TKO;1.0;3:52;3 Rnd (5-5-5);Women's Flyweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Orthodox;red;1.0;19.0;23.61;0.0;0.0;0.0;-60.0;24.25;-40.0;75.0;20.0;50.0;60.0;28.0;-21.0;-7.0;13.0;-25.0;12.0;0.0;2.54;-1.38;4.0;0.38;10.0;1.64;29.0;-38.0;0.7
VOLKAN OEZDEMIR;PAUL CRAIG;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Light Heavyweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Orthodox;blue;0.0;29.0;33.38;50.0;0.0;0.0;302.0;26.9;38.28;0.0;24.88;66.67;61.54;8.0;-17.0;8.0;-27.0;5.0;22.0;-2.54;-2.54;2.63;-4.0;1.81;6.0;-1.75;-6.0;25.0;-1.5
LUDOVIT KLEIN;MASON JONES;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Southpaw;Orthodox;blue;1.0;17.0;7.18;0.0;0.0;0.0;264.0;31.55;-11.69;0.0;21.21;0.0;46.67;37.0;-33.0;-3.0;14.0;-34.0;22.0;-7.62;;-0.69;32.0;-4.04;-5.0;-1.0;-25.0;-66.0;0.0
MARC DIAKIESE;DAMIR HADZOVIC;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Orthodox;red;0.0;-10.0;-9.73;72.0;0.0;0.0;815.0;-10.86;0.0;0.0;-22.0;100.0;80.0;1.0;0.0;-2.0;-47.0;15.0;30.0;2.54;7.62;0.09;-7.0;-0.2;-12.0;1.48;-24.0;23.0;-0.2
NATHANIEL WOOD;CHARLES ROSA;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Switch;red;0.0;31.0;29.69;78.0;-1.0;0.0;33.0;38.36;-31.3;21.9;32.86;4.76;-37.5;22.0;-31.0;8.0;5.0;-6.0;2.0;-7.62;0.0;3.17;9.0;0.58;5.0;-0.47;14.0;35.0;-0.1
JONATHAN PEARCE;MAKWAN AMIRKHANI;23/07/2022;KO/TKO;2.0;4:10;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Switch;Southpaw;blue;0.0;30.0;28.73;38.0;0.0;0.0;201.0;32.42;78.57;0.0;7.14;100.0;78.72;2.0;12.0;-14.0;-83.0;41.0;41.0;5.08;-2.54;7.38;11.0;4.02;-5.0;2.54;23.0;18.0;-0.7
MUHAMMAD MOKAEV;CHARLES JOHNSON;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Flyweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;;;red;0.0;-13.0;-25.26;46.0;0.0;0.0;677.0;-30.59;-23.81;42.5;-2.72;-50.0;0.0;16.0;-25.0;8.0;25.0;-17.0;-8.0;;;;;;;;;;
JAI HERBERT;KYLE NELSON;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Switch;red;0.0;-10.0;0.98;0.0;0.0;0.0;171.0;-6.91;9.82;0.0;-15.57;13.33;100.0;8.0;21.0;-28.0;-7.0;5.0;2.0;5.08;15.24;-1.8;-11.0;-4.21;1.0;-0.96;-12.0;-27.0;-1.9
VICTORIA LEONARDO;MANDY BOHM;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Flyweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;;blue;0.0;-20.0;-15.74;33.0;-1.0;0.0;371.0;-13.14;-24.1;-100.0;-20.07;-13.33;100.0;3.0;20.0;-23.0;-3.0;1.0;2.0;;;;;;;;;;
NICOLAS DALBY;CLAUDIO SILVA;23/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Blaydes vs. Aspinall;London, England, United Kingdom;Orthodox;Southpaw;blue;0.0;-5.0;-24.46;67.0;1.0;1.0;-180.0;10.26;-5.0;0.0;-19.41;76.19;57.14;35.0;-16.0;-19.0;-54.0;35.0;17.0;0.0;7.62;0.06;-5.0;0.45;12.0;-1.56;5.0;-3.0;-1.6
YAIR RODRIGUEZ;BRIAN ORTEGA;16/07/2022;KO/TKO;1.0;4:11;5 Rnd (5-5-5-5-5);Featherweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Orthodox;Switch;blue;0.0;-12.0;-3.51;-20.0;0.0;0.0;-144.0;-16.1;-100.0;50.0;-7.83;12.5;100.0;-3.0;-13.0;17.0;23.0;-27.0;4.0;7.62;5.08;0.04;7.0;-3.15;5.0;0.1;8.0;7.0;-0.2
AMANDA LEMOS;MICHELLE WATERSON-GOMEZ;16/07/2022;Submission;2.0;1:48;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Southpaw;;blue;0.0;6.0;0.69;-50.0;1.0;1.0;-63.0;18.66;-10.0;17.53;7.14;0.0;-100.0;31.0;-9.0;-21.0;7.0;0.0;-6.0;;;;;;;;;;
LI JINGLIANG;MUSLIM SALIKHOV;16/07/2022;KO/TKO;2.0;4:38;3 Rnd (5-5-5);Welterweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Orthodox;Orthodox;red;1.0;2.0;-5.29;25.0;0.0;0.0;-40.0;-10.97;16.67;-35.0;0.78;75.0;-25.0;-44.0;18.0;26.0;-8.0;15.0;-8.0;2.54;2.54;1.67;-4.0;1.36;-8.0;0.41;9.0;-21.0;0.0
MATT SCHNELL;SUMUDAERJI;16/07/2022;Submission;2.0;4:24;3 Rnd (5-5-5);Flyweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Orthodox;;red;-1.0;-11.0;-7.0;66.0;2.0;-1.0;27.0;-9.23;9.09;0.0;-26.04;6.58;-15.05;13.0;-7.0;-6.0;-26.0;-3.0;29.0;;;;;;;;;;
SHANE BURGOS;CHARLES JOURDAIN;16/07/2022;Decision - Majority;3.0;5:00;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Orthodox;Switch;red;0.0;-8.0;-9.04;28.0;3.0;0.0;257.0;-15.62;-47.3;11.91;-5.23;-8.17;0.0;-25.0;-17.0;43.0;6.0;-6.0;-1.0;5.08;15.24;2.52;5.0;1.7;-1.0;0.3;100.0;42.0;-0.6
LAUREN MURPHY;MIESHA TATE;16/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Flyweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Orthodox;Orthodox;red;0.0;4.0;0.46;33.0;0.0;0.0;-47.0;0.0;29.82;25.0;-0.66;10.26;100.0;4.0;2.0;-7.0;-12.0;9.0;2.0;-2.54;2.54;1.87;-3.0;1.11;13.0;-0.88;6.0;18.0;-1.5
PUNAHELE SORIANO;DALCHA LUNGIAMBULA;16/07/2022;KO/TKO;2.0;0:28;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Southpaw;Orthodox;red;1.0;-2.0;-9.36;-100.0;0.0;0.0;-95.0;-5.5;23.33;-100.0;-15.38;80.0;0.0;-7.0;34.0;-27.0;-29.0;23.0;5.0;7.62;-10.16;2.61;-7.0;0.59;9.0;0.53;16.0;-75.0;0.0
RICKY SIMON;JACK SHORE;16/07/2022;Submission;2.0;3:28;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Orthodox;Orthodox;red;1.0;22.0;26.05;25.0;1.0;0.0;233.0;14.5;0.0;90.91;19.52;0.0;75.0;-26.0;-13.0;40.0;-17.0;6.0;12.0;-5.08;-5.08;-0.61;-12.0;2.54;-12.0;1.77;8.0;72.0;-1.1
BILL ALGEO;HERBERT BURNS;16/07/2022;KO/TKO;2.0;1:50;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Switch;Orthodox;red;0.0;-6.0;5.88;50.0;-2.0;0.0;294.0;0.0;-14.29;100.0;-50.0;0.0;5.0;15.0;-19.0;3.0;-3.0;-23.0;25.0;7.62;0.0;5.13;11.0;0.29;5.0;-3.97;-50.0;-13.0;-2.8
DUSTIN JACOBY;DA WOON JUNG;16/07/2022;KO/TKO;1.0;3:13;3 Rnd (5-5-5);Light Heavyweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Orthodox;;red;1.0;25.0;24.97;0.0;0.0;0.0;0.0;19.78;25.0;22.22;24.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;
DUSTIN STOLTZFUS;DWIGHT GRANT;16/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;Orthodox;Switch;blue;0.0;-9.0;6.02;40.0;0.0;0.0;257.0;-15.9;9.72;-0.72;-11.78;8.33;55.0;-21.0;1.0;19.0;-25.0;3.0;22.0;-2.54;-2.54;-0.91;20.0;1.77;-21.0;0.44;-88.0;-16.0;0.8
EMILY DUCOTE;JESSICA PENNE;16/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Women's Strawweight Bout;UFC Fight Night: Ortega vs. Rodriguez;Elmont, New York, USA;;Orthodox;blue;0.0;31.0;29.49;0.0;0.0;0.0;0.0;18.49;-1.63;87.93;33.15;-30.0;0.0;-23.0;-21.0;43.0;12.0;-12.0;0.0;;;;;;;;;;
RAFAEL FIZIEV;RAFAEL DOS ANJOS;09/07/2022;KO/TKO;5.0;0:18;5 Rnd (5-5-5-5-5);Lightweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;Switch;Southpaw;blue;1.0;-9.0;-7.64;-12.0;0.0;0.0;-194.0;-7.38;-33.79;31.25;-7.17;-50.0;50.0;-7.0;20.0;-13.0;4.0;-6.0;1.0;0.0;2.54;1.18;11.0;0.95;-6.0;-1.09;13.0;42.0;-0.6
CAIO BORRALHO;ARMEN PETROSYAN;09/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;;;red;0.0;-2.0;4.49;80.0;0.0;-1.0;530.0;16.14;41.67;21.21;7.83;50.0;-71.43;27.0;41.0;-67.0;40.0;8.0;-48.0;;;;;;;;;;
SAID NURMAGOMEDOV;DOUGLAS SILVA DE ANDRADE;09/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;0.0;6.0;5.01;-80.0;0.0;0.0;-230.0;18.67;8.78;28.1;7.46;-29.17;-40.0;36.0;-11.0;-25.0;7.0;0.0;-7.0;2.54;5.08;0.88;8.0;-1.89;2.0;-0.25;-43.0;5.0;0.0
CHASE SHERMAN;JARED VANDERAA;09/07/2022;KO/TKO;3.0;3:10;3 Rnd (5-5-5);Heavyweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;Orthodox;Orthodox;blue;1.0;18.0;17.48;0.0;0.0;0.0;0.0;15.21;10.05;2.24;17.26;0.0;0.0;-7.0;7.0;0.0;-2.0;2.0;0.0;0.0;-5.08;3.27;-7.0;0.36;19.0;-1.15;-100.0;77.0;0.0
AIEMANN ZAHABI;RICKY TURCIOS;09/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;40.0;39.94;0.0;0.0;0.0;0.0;23.65;40.48;4.38;39.47;100.0;0.0;-18.0;-2.0;21.0;-2.0;1.0;0.0;-2.54;-7.62;-4.51;3.0;-0.16;1.0;0.33;16.0;72.0;0.0
JAMIE MULLARKEY;MICHAEL JOHNSON;09/07/2022;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Lightweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;Orthodox;Southpaw;blue;-1.0;10.0;8.99;0.0;0.0;0.0;-20.0;5.18;8.1;-8.7;10.16;-18.89;-16.67;-7.0;-12.0;18.0;-1.0;5.0;-4.0;5.08;2.54;-2.34;-5.0;0.78;-16.0;3.51;-15.0;-11.0;0.4
CODY BRUNDAGE;TRESEAN GORE;09/07/2022;KO/TKO;1.0;3:50;3 Rnd (5-5-5);Middleweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;Orthodox;;red;1.0;6.0;17.31;50.0;0.0;0.0;78.0;16.97;83.33;-66.67;4.36;50.0;50.0;41.0;33.0;-75.0;-20.0;6.0;13.0;;;;;;;;;;
ANTONINA SHEVCHENKO;CORTNEY CASEY;09/07/2022;Decision - Split;3.0;5:00;3 Rnd (5-5-5);Women's Flyweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;Southpaw;Orthodox;red;0.0;9.0;-3.52;-40.0;0.0;0.0;-78.0;2.93;29.12;25.93;11.06;-25.0;-50.0;-4.0;21.0;-17.0;14.0;-8.0;-6.0;2.54;0.0;-0.24;18.0;-1.68;2.0;0.37;33.0;18.0;0.1
DAVID ONAMA;GARRETT ARMFIELD;09/07/2022;Submission;2.0;3:13;3 Rnd (5-5-5);Featherweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;;;red;0.0;11.0;13.48;33.0;1.0;0.0;43.0;4.5;32.03;-100.0;11.5;8.33;33.33;-16.0;25.0;-9.0;-2.0;-1.0;3.0;;;;;;;;;;
KENNEDY NZECHUKWU;KARL ROBERSON;09/07/2022;KO/TKO;3.0;2:19;3 Rnd (5-5-5);Light Heavyweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;Southpaw;Southpaw;red;0.0;-1.0;-5.4;71.0;1.0;0.0;623.0;17.88;-46.67;-100.0;-33.73;0.0;80.95;46.0;-34.0;-11.0;-85.0;0.0;85.0;10.16;22.86;2.38;-8.0;3.38;-9.0;-0.99;-57.0;28.0;-0.8
SAIDYOKUB KAKHRAMONOV;RONNIE LAWRENCE;09/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Bantamweight Bout;UFC Fight Night: Dos Anjos vs. Fiziev;Las Vegas, Nevada, USA;;Switch;blue;0.0;9.0;20.25;12.0;0.0;0.0;735.0;14.73;-11.11;0.0;-23.75;-22.22;70.0;34.0;-23.0;-11.0;-81.0;15.0;65.0;;;;;;;;;;
ISRAEL ADESANYA;JARED CANNONIER;02/07/2022;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);UFC Middleweight Title Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;Switch;Switch;red;0.0;-7.0;-6.14;0.0;0.0;0.0;-254.0;-4.09;3.87;9.67;-4.11;-35.71;0.0;11.0;-13.0;1.0;12.0;-12.0;0.0;12.7;7.62;0.25;-3.0;-0.46;-3.0;-0.16;-33.0;28.0;0.3
ALEXANDER VOLKANOVSKI;MAX HOLLOWAY;02/07/2022;Decision - Unanimous;5.0;5:00;5 Rnd (5-5-5-5-5);UFC Featherweight Title Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;Orthodox;Orthodox;red;0.0;11.0;6.05;0.0;0.0;0.0;101.0;18.05;7.98;15.09;12.95;-25.0;0.0;26.0;-24.0;-2.0;2.0;-2.0;0.0;-12.7;5.08;-1.24;9.0;-1.27;0.0;1.88;-37.0;-12.0;0.0
ALEX PEREIRA;SEAN STRICKLAND;02/07/2022;KO/TKO;1.0;2:36;3 Rnd (5-5-5);Middleweight Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;;Orthodox;blue;1.0;11.0;10.78;0.0;0.0;0.0;3.0;-11.67;10.71;72.73;10.78;0.0;0.0;-40.0;8.0;32.0;0.0;0.0;0.0;;;-5.09;-38.0;-3.77;-66.0;-1.26;-60.0;-81.0;-0.4
BRYAN BARBERENA;ROBBIE LAWLER;02/07/2022;KO/TKO;2.0;4:47;3 Rnd (5-5-5);Welterweight Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;Southpaw;Southpaw;blue;0.0;-11.0;-10.76;0.0;0.0;0.0;0.0;-10.99;-3.75;-18.75;-11.54;0.0;0.0;-2.0;-6.0;7.0;-3.0;3.0;0.0;2.54;-5.08;1.98;3.0;0.54;-15.0;-0.45;-36.0;-4.0;0.5
JALIN TURNER;BRAD RIDDELL;02/07/2022;Submission;1.0;0:45;3 Rnd (5-5-5);Lightweight Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;0.0;-6.0;-6.67;0.0;1.0;0.0;13.0;50.0;50.0;0.0;-6.67;0.0;0.0;33.0;33.0;-67.0;0.0;0.0;0.0;20.32;15.24;1.84;-3.0;1.75;-8.0;-0.29;29.0;18.0;1.8
JIM MILLER;DONALD CERRONE;02/07/2022;Submission;2.0;1:32;3 Rnd (5-5-5);Welterweight Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;Southpaw;Orthodox;red;0.0;3.0;6.25;100.0;1.0;-1.0;-21.0;-2.86;25.0;40.0;-0.68;0.0;77.78;9.0;-3.0;-6.0;-30.0;0.0;29.0;-12.7;-5.08;-1.7;-6.0;-1.47;6.0;0.5;10.0;-27.0;0.7
IAN MACHADO GARRY;GABE GREEN;02/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Welterweight Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;;Switch;red;1.0;14.0;13.58;25.0;0.0;0.0;-91.0;26.7;14.28;25.53;12.65;100.0;100.0;41.0;-12.0;-28.0;-5.0;1.0;2.0;;;;;;;;;;
DRICUS DU PLESSIS;BRAD TAVARES;02/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;Switch;Orthodox;blue;0.0;-1.0;-3.27;0.0;0.0;0.0;-43.0;-1.92;13.21;-22.73;-1.75;2.78;50.0;2.0;-10.0;8.0;1.0;-2.0;0.0;0.0;5.08;4.68;3.0;1.43;11.0;-0.97;-27.0;-79.0;0.0
ANDRE MUNIZ;URIAH HALL;02/07/2022;Decision - Unanimous;3.0;5:00;3 Rnd (5-5-5);Middleweight Bout;UFC 276: Adesanya vs. Cannonier;Las Vegas, Nevada, USA;Southpaw;Orthodox;blue;0.0;20.0;4.53;40.0;0.0;-2.0;594.0;12.4;66.67;80.0;19.85;0.0;50.0;-36.0;11.0;23.0;20.0;0.0;-21.0;2.54;-2.54;-1.13;7.0;-1.74;-8.0;1.94;-3.0;-32.0;2.0
