red_fighter_name;blue_fighter_name;event_date;red_fighter_nickname;blue_fighter_nickname;red_fighter_result;blue_fighter_result;method;round;time;time_format;referee;details;bout_type;bonus;event_name;event_location;red_fighter_KD;blue_fighter_KD;red_fighter_sig_str;blue_fighter_sig_str;red_fighter_sig_str_pct;blue_fighter_sig_str_pct;red_fighter_total_str;blue_fighter_total_str;red_fighter_TD;blue_fighter_TD;red_fighter_TD_pct;blue_fighter_TD_pct;red_fighter_sub_att;blue_fighter_sub_att;red_fighter_rev;blue_fighter_rev;red_fighter_ctrl;blue_fighter_ctrl;red_fighter_sig_str_head;blue_fighter_sig_str_head;red_fighter_sig_str_body;blue_fighter_sig_str_body;red_fighter_sig_str_leg;blue_fighter_sig_str_leg;red_fighter_sig_str_distance;blue_fighter_sig_str_distance;red_fighter_sig_str_clinch;blue_fighter_sig_str_clinch;red_fighter_sig_str_ground;blue_fighter_sig_str_ground;red_fighter_sig_str_head_pct;blue_fighter_sig_str_head_pct;red_fighter_sig_str_body_pct;blue_fighter_sig_str_body_pct;red_fighter_sig_str_leg_pct;blue_fighter_sig_str_leg_pct;red_fighter_sig_str_distance_pct;blue_fighter_sig_str_distance_pct;red_fighter_sig_str_clinch_pct;blue_fighter_sig_str_clinch_pct;red_fighter_sig_str_ground_pct;blue_fighter_sig_str_ground_pct
David Loiseau;Charles McCarthy;June 04, 2005;The Crow;Chainsaw;W;L;KO/TKO;2;2:10;3 Rnd (5-5-5);John McCarthy;Spinning Back Kick Body;Middleweight Bout;-;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA;1;0;20 of 40;0 of 1;50;0;30 of 50;8 of 20;0 of 0;1 of 3;---;33;0;1;0;0;2:53;2:45;15 of 34;0 of 1;5 of 6;0 of 0;0 of 0;0 of 0;5 of 13;0 of 1;1 of 1;0 of 0;14 of 26;0 of 0;75;0;25;0;0;0;25;0;5;0;70;0
Nick Diaz;Koji Oishi;June 04, 2005;;;W;L;KO/TKO;1;1:24;3 Rnd (5-5-5);Mario Yamasaki;Punch to Head At Distance;Welterweight Bout;-;UFC 53: Heavy Hitters;Atlantic City, New Jersey, USA;1;0;25 of 44;2 of 22;56;9;26 of 45;2 of 22;0 of 0;0 of 0;---;---;0;0;0;0;0:03;0:00;20 of 39;2 of 22;5 of 5;0 of 0;0 of 0;0 of 0;17 of 34;2 of 22;4 of 5;0 of 0;4 of 5;0 of 0;80;100;20;0;0;0;68;100;16;0;16;0
Chuck Liddell;Randy Couture;April 16, 2005;The Iceman;The Natural;W;L;KO/TKO;1;2:06;5 Rnd (5-5-5-5-5);John McCarthy;Punch to Head At Distance;UFC Light Heavyweight Title Bout;belt;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA;1;0;13 of 26;9 of 24;50;37;15 of 28;9 of 24;0 of 0;0 of 0;---;---;0;0;0;0;0:02;0:02;12 of 25;8 of 22;0 of 0;0 of 1;1 of 1;1 of 1;11 of 23;8 of 21;0 of 1;1 of 3;2 of 2;0 of 0;92;88;0;0;7;11;84;88;0;11;15;0
Renato Sobral;Travis Wiuff;April 16, 2005;Babalu;The Diesel;W;L;Submission;2;0:24;3 Rnd (5-5-5);Herb Dean;Armbar From Bottom Guard;Light Heavyweight Bout;-;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA;0;0;15 of 27;3 of 5;55;60;44 of 59;10 of 12;2 of 3;2 of 2;66;100;2;0;0;0;3:19;1:11;11 of 22;2 of 4;3 of 4;1 of 1;1 of 1;0 of 0;3 of 6;1 of 2;5 of 6;1 of 2;7 of 15;1 of 1;73;66;20;33;6;0;20;33;33;33;46;33
Matt Hughes;Frank Trigg;April 16, 2005;;Twinkle Toes;W;L;Submission;1;4:05;5 Rnd (5-5-5-5-5);Mario Yamasaki;Rear Naked Choke;UFC Welterweight Title Bout;belt;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA;0;1;13 of 19;13 of 21;68;61;19 of 25;25 of 33;1 of 2;0 of 0;50;---;1;1;1;0;1:32;1:49;10 of 16;9 of 17;2 of 2;4 of 4;1 of 1;0 of 0;1 of 4;0 of 3;2 of 2;6 of 7;10 of 13;7 of 11;76;69;15;30;7;0;7;0;15;46;76;53
Matt Lindland;Travis Lutter;April 16, 2005;The Law;The Serial Killer;W;L;Submission;2;3:13;3 Rnd (5-5-5);Steve Mazzagatti;Guillotine Choke After Drop to Half Guard;Middleweight Bout;-;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA;0;0;11 of 25;0 of 4;44;0;59 of 77;26 of 31;2 of 4;1 of 1;50;100;1;0;0;1;5:28;1:53;6 of 17;0 of 4;1 of 2;0 of 0;4 of 6;0 of 0;0 of 4;0 of 4;10 of 16;0 of 0;1 of 5;0 of 0;54;0;9;0;36;0;0;0;90;0;9;0
Georges St-Pierre;Jason Miller;April 16, 2005;Rush;Mayhem;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;Cecil Peoples 27 - 30. Marcos Rosales 27 - 30. Dalby Shirley 27 - 30.;Welterweight Bout;-;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA;0;0;64 of 94;16 of 41;68;39;117 of 148;28 of 53;5 of 5;1 of 6;100;16;4;0;1;1;9:43;1:39;41 of 70;6 of 26;16 of 17;9 of 12;7 of 7;1 of 3;13 of 26;11 of 34;6 of 7;1 of 1;45 of 61;4 of 6;64;37;25;56;10;6;20;68;9;6;70;25
Ivan Salaverry;Joe Riggs;April 16, 2005;;Diesel;W;L;Submission;1;2:42;3 Rnd (5-5-5);Mario Yamasaki;Triangle Choke From Bottom Guard;Middleweight Bout;-;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA;0;0;2 of 7;6 of 11;28;54;5 of 11;7 of 12;0 of 1;1 of 1;0;100;1;0;0;0;0:00;1:21;2 of 5;4 of 9;0 of 0;0 of 0;0 of 2;2 of 2;0 of 5;1 of 3;2 of 2;2 of 2;0 of 0;3 of 6;100;66;0;0;0;33;0;16;100;33;0;50
Joe Doerksen;Patrick Cote;April 16, 2005;El Dirte;The Predator;W;L;Submission;3;2:35;3 Rnd (5-5-5);Herb Dean;Rear Naked Choke;Middleweight Bout;-;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA;0;2;9 of 24;37 of 54;37;68;35 of 55;49 of 66;4 of 6;0 of 0;66;---;4;0;1;1;5:27;4:41;3 of 16;28 of 44;5 of 7;5 of 5;1 of 1;4 of 5;4 of 12;14 of 19;1 of 4;5 of 8;4 of 8;18 of 27;33;75;55;13;11;10;44;37;11;13;44;48
Mike van Arsdale;John Marsh;April 16, 2005;;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;Cecil Peoples 28 - 29. Marcos Rosales 28 - 29. Dalby Shirley 28 - 29.;Heavyweight Bout;-;UFC 52: Couture vs Liddell 2;Las Vegas, Nevada, USA;0;1;34 of 60;18 of 35;56;51;85 of 117;40 of 58;1 of 4;1 of 1;25;100;0;1;1;0;7:26;2:41;14 of 39;8 of 23;20 of 21;6 of 8;0 of 0;4 of 4;2 of 21;5 of 15;1 of 2;9 of 13;31 of 37;4 of 7;41;44;58;33;0;22;5;27;2;50;91;22
Rich Franklin;Ken Shamrock;April 09, 2005;Ace;The World's Most Dangerous Man;W;L;KO/TKO;1;2:42;3 Rnd (5-5-5);John McCarthy;Punches to Head On Ground;Light Heavyweight Bout;-;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;0;0;23 of 36;0 of 4;63;0;25 of 38;0 of 4;0 of 0;1 of 1;---;100;0;2;0;0;0:17;0:25;20 of 33;0 of 4;3 of 3;0 of 0;0 of 0;0 of 0;6 of 14;0 of 4;0 of 2;0 of 0;17 of 20;0 of 0;86;0;13;0;0;0;26;0;0;0;73;0
Forrest Griffin;Stephan Bonnar;April 09, 2005;;The American Psycho;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;Jeff Mullen 28 - 29. Tony Weeks 28 - 29. Dalby Shirley 28 - 29.;Ultimate Fighter 1 Light Heavyweight Tournament Title Bout;belt;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;0;0;88 of 184;57 of 150;47;38;96 of 192;64 of 157;2 of 9;0 of 0;22;---;1;0;0;0;2:34;0:19;62 of 149;55 of 146;16 of 22;1 of 2;10 of 13;1 of 2;51 of 128;43 of 127;33 of 51;14 of 23;4 of 5;0 of 0;70;96;18;1;11;1;57;75;37;24;4;0
Diego Sanchez;Kenny Florian;April 09, 2005;Nightmare;KenFlo;W;L;KO/TKO;1;2:49;3 Rnd (5-5-5);Steve Mazzagatti;Punches to Head From Mount;Ultimate Fighter 1 Middleweight Tournament Title Bout;belt;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;0;0;14 of 21;2 of 4;66;50;14 of 21;5 of 7;1 of 2;0 of 0;50;---;0;0;0;0;1:32;0:00;13 of 20;1 of 3;1 of 1;1 of 1;0 of 0;0 of 0;0 of 2;0 of 1;2 of 2;1 of 1;12 of 17;1 of 2;92;50;7;50;0;0;0;0;14;50;85;50
Sam Hoger;Bobby Southworth;April 09, 2005;The Alaskan Assassin;;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;Jeff Mullen 28 - 29. Tony Weeks 28 - 29. Glenn Trowbridge 28 - 30.;Light Heavyweight Bout;-;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;1;0;22 of 119;21 of 84;18;25;71 of 171;81 of 151;0 of 1;1 of 2;0;50;0;0;0;0;2:39;1:21;12 of 95;6 of 66;5 of 17;1 of 2;5 of 7;14 of 16;21 of 108;19 of 81;1 of 3;1 of 1;0 of 8;1 of 2;54;28;22;4;22;66;95;90;4;4;0;4
Chris Leben;Jason Thacker;April 09, 2005;The Crippler;;W;L;KO/TKO;1;1:35;3 Rnd (5-5-5);Herb Dean;Punches to Head From Half Guard;Middleweight Bout;-;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;0;0;27 of 40;1 of 3;67;33;34 of 47;3 of 5;1 of 1;0 of 0;100;---;0;0;0;0;1:26;0:00;21 of 34;1 of 3;6 of 6;0 of 0;0 of 0;0 of 0;0 of 1;0 of 1;1 of 2;1 of 2;26 of 37;0 of 0;77;100;22;0;0;0;0;0;3;100;96;0
Josh Koscheck;Chris Sanford;April 09, 2005;;;W;L;KO/TKO;1;4:21;3 Rnd (5-5-5);Steve Mazzagatti;Punches to Head From Half Guard;Middleweight Bout;-;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;0;0;14 of 17;1 of 2;82;50;27 of 31;3 of 4;2 of 2;0 of 0;100;---;0;1;0;0;3:09;0:00;13 of 16;0 of 1;0 of 0;0 of 0;1 of 1;1 of 1;2 of 3;1 of 2;0 of 0;0 of 0;12 of 14;0 of 0;92;0;0;0;7;100;14;100;0;0;85;0
Nate Quarry;Lodune Sincaid;April 09, 2005;Rock;;W;L;KO/TKO;1;3:17;3 Rnd (5-5-5);John McCarthy;Punches to Head At Distance;Middleweight Bout;-;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;0;0;36 of 82;10 of 34;43;29;36 of 82;10 of 34;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;26 of 71;3 of 26;8 of 9;0 of 0;2 of 2;7 of 8;36 of 82;10 of 34;0 of 0;0 of 0;0 of 0;0 of 0;72;30;22;0;5;70;100;100;0;0;0;0
Mike Swick;Alex Schoenauer;April 09, 2005;Quick;;W;L;KO/TKO;1;0:20;3 Rnd (5-5-5);Herb Dean;Punch to Head At Distance;Middleweight Bout;-;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;1;0;7 of 13;1 of 4;53;25;7 of 13;1 of 4;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;6 of 12;0 of 2;0 of 0;0 of 1;1 of 1;1 of 1;7 of 13;1 of 4;0 of 0;0 of 0;0 of 0;0 of 0;85;0;0;0;14;100;100;100;0;0;0;0
Alex Karalexis;Josh Rafferty;April 09, 2005;The Assassin;;W;L;KO/TKO;1;1:40;3 Rnd (5-5-5);Steve Mazzagatti;Punches to Head On Ground;Welterweight Bout;-;The Ultimate Fighter: Team Couture vs. Team Liddell Finale;Las Vegas, Nevada, USA;0;0;6 of 12;1 of 3;50;33;12 of 19;2 of 4;0 of 0;0 of 1;---;0;0;1;0;0;1:03;0:00;6 of 12;0 of 1;0 of 0;1 of 1;0 of 0;0 of 1;0 of 4;1 of 3;0 of 0;0 of 0;6 of 8;0 of 0;100;0;0;100;0;0;0;100;0;0;100;0
Tito Ortiz;Vitor Belfort;February 05, 2005;The People's Champ;The Phenom;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;Nelson Hamilton 28 - 29. Cecil Peoples 28 - 29. Jeff Mullen 29 - 28.;Light Heavyweight Bout;-;UFC 51: Super Saturday;Las Vegas, Nevada, USA;0;0;27 of 47;19 of 38;57;50;101 of 130;44 of 65;4 of 11;0 of 0;36;---;0;1;0;1;9:23;3:06;20 of 38;16 of 35;2 of 4;2 of 2;5 of 5;1 of 1;1 of 6;1 of 5;8 of 10;8 of 16;18 of 31;10 of 17;74;84;7;10;18;5;3;5;29;42;66;52
Pete Sell;Phil Baroni;February 05, 2005;Drago;The New York Bad Ass;W;L;Submission;3;4:19;3 Rnd (5-5-5);Mario Yamasaki;Guillotine Choke From Bottom Half Guard;Middleweight Bout;-;UFC 51: Super Saturday;Las Vegas, Nevada, USA;0;0;16 of 49;17 of 40;32;42;90 of 136;73 of 102;1 of 4;4 of 6;25;66;1;0;1;0;4:22;6:16;10 of 43;15 of 37;3 of 3;2 of 3;3 of 3;0 of 0;7 of 34;7 of 28;5 of 5;3 of 3;4 of 10;7 of 9;62;88;18;11;18;0;43;41;31;17;25;41
Andrei Arlovski;Tim Sylvia;February 05, 2005;The Pitbull;The Maine-iac;W;L;Submission;1;0:47;5 Rnd (5-5-5-5-5);John McCarthy;Ankle Lock After Drop to Ground;UFC Interim Heavyweight Title Bout;belt;UFC 51: Super Saturday;Las Vegas, Nevada, USA;1;0;5 of 10;2 of 4;50;50;5 of 10;2 of 4;0 of 0;0 of 0;---;---;2;0;0;0;0:08;0:00;1 of 6;1 of 3;0 of 0;0 of 0;4 of 4;1 of 1;5 of 6;2 of 4;0 of 0;0 of 0;0 of 4;0 of 0;20;50;0;0;80;50;100;100;0;0;0;0
Evan Tanner;David Terrell;February 05, 2005;;The Soul Assassin;W;L;KO/TKO;1;4:35;5 Rnd (5-5-5-5-5);Herb Dean;Punches to Head From Half Guard;UFC Middleweight Title Bout;belt;UFC 51: Super Saturday;Las Vegas, Nevada, USA;0;0;19 of 28;4 of 9;67;44;62 of 77;4 of 11;0 of 0;2 of 2;---;100;0;1;0;0;3:09;0:21;18 of 27;3 of 7;1 of 1;0 of 0;0 of 0;1 of 2;0 of 0;1 of 4;1 of 1;3 of 5;18 of 27;0 of 0;94;75;5;0;0;25;0;25;5;75;94;0
Paul Buentello;Justin Eilers;February 05, 2005;The Headhunter;The Hammer;W;L;KO/TKO;1;3:34;3 Rnd (5-5-5);Steve Mazzagatti;Punches to Head At Distance;Heavyweight Bout;-;UFC 51: Super Saturday;Las Vegas, Nevada, USA;1;0;22 of 50;7 of 28;44;25;24 of 52;15 of 37;0 of 0;0 of 0;---;---;0;0;0;0;0:03;1:18;12 of 38;3 of 19;3 of 3;0 of 3;7 of 9;4 of 6;18 of 45;1 of 21;3 of 4;6 of 7;1 of 1;0 of 0;54;42;13;0;31;57;81;14;13;85;4;0
Mike Kyle;James Irvin;February 05, 2005;MAK;The Sandman;W;L;KO/TKO;1;1:55;3 Rnd (5-5-5);Herb Dean;Punch to Head At Distance;Heavyweight Bout;-;UFC 51: Super Saturday;Las Vegas, Nevada, USA;1;0;10 of 15;3 of 6;66;50;30 of 39;3 of 6;1 of 1;0 of 0;100;---;0;0;0;0;1:23;0:06;7 of 12;1 of 4;3 of 3;1 of 1;0 of 0;1 of 1;5 of 8;2 of 5;2 of 3;1 of 1;3 of 4;0 of 0;70;33;30;33;0;33;50;66;20;33;30;0
David Loiseau;Gideon Ray;February 05, 2005;The Crow;;W;L;TKO - Doctor's Stoppage;1;5:00;3 Rnd (5-5-5);Steve Mazzagatti;Scalp Cut;Middleweight Bout;-;UFC 51: Super Saturday;Las Vegas, Nevada, USA;2;0;17 of 34;11 of 23;50;47;25 of 43;12 of 24;0 of 0;1 of 1;---;100;1;0;0;0;2:39;0:35;16 of 31;2 of 12;1 of 2;4 of 5;0 of 1;5 of 6;2 of 11;4 of 16;3 of 3;6 of 6;12 of 20;1 of 1;94;18;5;36;0;45;11;36;17;54;70;9
Karo Parisyan;Chris Lytle;February 05, 2005;The Heat;Lights Out;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;Cecil Peoples 27 - 30. Jeff Mullen 27 - 30. Dalby Shirley 27 - 30.;Welterweight Bout;-;UFC 51: Super Saturday;Las Vegas, Nevada, USA;0;0;29 of 66;7 of 16;43;43;81 of 124;58 of 67;7 of 9;0 of 0;77;---;2;2;0;2;12:53;0:33;29 of 66;4 of 13;0 of 0;3 of 3;0 of 0;0 of 0;0 of 5;1 of 9;1 of 1;5 of 6;28 of 60;1 of 1;100;57;0;42;0;0;0;14;3;71;96;14
Nick Diaz;Drew Fickett;February 05, 2005;;The Master;W;L;KO/TKO;1;4:40;3 Rnd (5-5-5);John McCarthy;Punches to Head On Ground;Welterweight Bout;-;UFC 51: Super Saturday;Las Vegas, Nevada, USA;0;0;13 of 28;3 of 8;46;37;136 of 153;4 of 13;0 of 1;0 of 0;0;---;1;2;0;0;2:26;1:41;10 of 24;2 of 6;2 of 3;0 of 1;1 of 1;1 of 1;2 of 4;1 of 4;3 of 4;0 of 2;8 of 20;2 of 2;76;66;15;0;7;33;15;33;23;0;61;66
Tito Ortiz;Patrick Cote;October 22, 2004;The People's Champ;The Predator;W;L;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;Cecil Peoples 26 - 30. Abe Belardo 27 - 30. Jeff Mullen 27 - 30.;Light Heavyweight Bout;-;UFC 50: The War Of '04;Atlantic City, New Jersey, USA;0;0;45 of 75;11 of 27;60;40;166 of 202;26 of 42;2 of 3;0 of 1;66;0;0;0;0;0;12:41;0:00;42 of 72;11 of 27;3 of 3;0 of 0;0 of 0;0 of 0;1 of 5;7 of 22;0 of 0;2 of 2;44 of 70;2 of 3;93;100;6;0;0;0;2;63;0;18;97;18
Rich Franklin;Jorge Rivera;October 22, 2004;Ace;El Conquistador;W;L;Submission;3;4:28;3 Rnd (5-5-5);Mario Yamasaki;Armbar From Mount;Middleweight Bout;-;UFC 50: The War Of '04;Atlantic City, New Jersey, USA;1;0;41 of 73;22 of 41;56;53;84 of 116;60 of 81;3 of 3;0 of 1;100;0;1;0;0;0;9:35;0:50;27 of 51;9 of 24;11 of 19;13 of 17;3 of 3;0 of 0;6 of 14;5 of 14;26 of 45;17 of 27;9 of 14;0 of 0;65;40;26;59;7;0;14;22;63;77;21;0
Matt Hughes;Georges St-Pierre;October 22, 2004;;Rush;W;L;Submission;1;4:59;5 Rnd (5-5-5-5-5);John McCarthy;Armbar From Side Control;UFC Welterweight Title Bout;belt;UFC 50: The War Of '04;Atlantic City, New Jersey, USA;0;0;4 of 14;6 of 17;28;35;8 of 21;12 of 24;2 of 7;1 of 1;28;100;2;0;0;0;2:20;0:17;3 of 13;4 of 15;1 of 1;2 of 2;0 of 0;0 of 0;3 of 11;5 of 16;1 of 1;1 of 1;0 of 2;0 of 0;75;66;25;33;0;0;75;83;25;16;0;0
Frank Trigg;Renato Verissimo;October 22, 2004;Twinkle Toes;Charuto;W;L;KO/TKO;2;2:11;3 Rnd (5-5-5);Herb Dean;Elbows to Head From Half Guard;Welterweight Bout;-;UFC 50: The War Of '04;Atlantic City, New Jersey, USA;0;0;33 of 59;4 of 21;55;19;65 of 93;10 of 27;1 of 1;0 of 8;100;0;0;2;0;0;5:01;0:53;26 of 48;2 of 18;6 of 10;0 of 1;1 of 1;2 of 2;5 of 16;2 of 13;9 of 16;2 of 8;19 of 27;0 of 0;78;50;18;0;3;50;15;50;27;50;57;0
Evan Tanner;Robbie Lawler;October 22, 2004;;Ruthless;W;L;Submission;1;2:22;3 Rnd (5-5-5);John McCarthy;Triangle Choke From Bottom Guard;Middleweight Bout;-;UFC 50: The War Of '04;Atlantic City, New Jersey, USA;0;0;6 of 17;3 of 14;35;21;6 of 17;4 of 15;0 of 0;1 of 1;---;100;1;0;0;0;0:00;0:33;2 of 12;2 of 13;1 of 1;1 of 1;3 of 4;0 of 0;6 of 17;1 of 11;0 of 0;1 of 1;0 of 0;1 of 2;33;66;16;33;50;0;100;33;0;33;0;33
Ivan Salaverry;Tony Fryklund;October 22, 2004;;The Freak;W;L;Submission;1;1:36;3 Rnd (5-5-5);Herb Dean;Other - Lock From Back Control Body Triangle;Middleweight Bout;-;UFC 50: The War Of '04;Atlantic City, New Jersey, USA;1;0;9 of 15;4 of 6;60;66;20 of 29;4 of 6;0 of 2;0 of 1;0;0;1;0;0;0;1:00;0:02;6 of 11;1 of 2;2 of 2;1 of 1;1 of 2;2 of 3;0 of 3;1 of 2;6 of 9;3 of 4;3 of 3;0 of 0;66;25;22;25;11;50;0;25;66;75;33;0
Travis Lutter;Marvin Eastman;October 22, 2004;The Serial Killer;The Beastman;W;L;KO/TKO;2;0:33;3 Rnd (5-5-5);Mario Yamasaki;Punch to Head At Distance;Light Heavyweight Bout;-;UFC 50: The War Of '04;Atlantic City, New Jersey, USA;1;0;1 of 11;10 of 45;9;22;1 of 11;11 of 46;0 of 1;0 of 0;0;---;0;0;0;0;0:02;0:00;1 of 11;3 of 37;0 of 0;0 of 0;0 of 0;7 of 8;1 of 11;9 of 42;0 of 0;1 of 3;0 of 0;0 of 0;100;30;0;0;0;70;100;90;0;10;0;0
Randy Couture;Vitor Belfort;August 21, 2004;The Natural;The Phenom;W;L;TKO - Doctor's Stoppage;3;5:00;5 Rnd (5-5-5-5-5);John McCarthy;Facial Cut;UFC Light Heavyweight Title Bout;belt;UFC 49: Unfinished Business;Las Vegas, Nevada, USA;0;0;50 of 71;3 of 6;70;50;131 of 154;10 of 13;2 of 4;0 of 0;50;---;0;2;0;0;14:06;0:01;40 of 56;1 of 4;3 of 5;2 of 2;7 of 10;0 of 0;1 of 4;0 of 3;16 of 25;2 of 2;33 of 42;1 of 1;80;33;6;66;14;0;2;0;32;66;66;33
Joe Riggs;Joe Doerksen;August 21, 2004;Diesel;El Dirte;W;L;KO/TKO;2;3:39;3 Rnd (5-5-5);Steve Mazzagatti;Elbows to Head From Half Guard Submission to Strikes;Middleweight Bout;-;UFC 49: Unfinished Business;Las Vegas, Nevada, USA;0;0;29 of 55;6 of 7;52;85;44 of 71;22 of 24;2 of 3;2 of 7;66;28;0;0;1;1;6:04;0:44;24 of 49;2 of 3;3 of 4;1 of 1;2 of 2;3 of 3;2 of 7;4 of 5;2 of 3;2 of 2;25 of 45;0 of 0;82;33;10;16;6;50;6;66;6;33;86;0
Chuck Liddell;Vernon White;August 21, 2004;The Iceman;Tiger;W;L;KO/TKO;1;4:05;3 Rnd (5-5-5);Mario Yamasaki;Punch to Head At Distance;Light Heavyweight Bout;-;UFC 49: Unfinished Business;Las Vegas, Nevada, USA;2;0;31 of 68;13 of 37;45;35;51 of 88;13 of 37;1 of 1;0 of 1;100;0;0;0;0;0;1:31;0:00;27 of 64;9 of 32;3 of 3;2 of 3;1 of 1;2 of 2;9 of 26;11 of 28;5 of 11;1 of 5;17 of 31;1 of 4;87;69;9;15;3;15;29;84;16;7;54;7
David Terrell;Matt Lindland;August 21, 2004;The Soul Assassin;The Law;W;L;KO/TKO;1;0:24;3 Rnd (5-5-5);Herb Dean;Punch to Head At Distance;Middleweight Bout;-;UFC 49: Unfinished Business;Las Vegas, Nevada, USA;1;0;5 of 7;0 of 1;71;0;5 of 7;0 of 1;0 of 0;0 of 0;---;---;0;0;0;0;0:08;0:00;5 of 7;0 of 1;0 of 0;0 of 0;0 of 0;0 of 0;1 of 2;0 of 1;0 of 0;0 of 0;4 of 5;0 of 0;100;0;0;0;0;0;20;0;0;0;80;0
Justin Eilers;Mike Kyle;August 21, 2004;The Hammer;MAK;W;L;KO/TKO;1;1:14;3 Rnd (5-5-5);John McCarthy;Punch to Head In Clinch;Heavyweight Bout;-;UFC 49: Unfinished Business;Las Vegas, Nevada, USA;1;0;4 of 9;7 of 16;44;43;5 of 10;7 of 16;0 of 1;0 of 0;0;---;0;0;0;0;0:01;0:00;4 of 8;1 of 10;0 of 1;5 of 5;0 of 0;1 of 1;1 of 6;0 of 7;2 of 2;7 of 9;1 of 1;0 of 0;100;14;0;71;0;14;25;0;50;100;25;0
Chris Lytle;Ronald Jhun;August 21, 2004;Lights Out;The Machine Gun;W;L;Submission;2;1:17;3 Rnd (5-5-5);Herb Dean;Guillotine Choke From Bottom Half Guard;Welterweight Bout;-;UFC 49: Unfinished Business;Las Vegas, Nevada, USA;1;0;12 of 25;8 of 16;48;50;38 of 59;20 of 29;0 of 1;1 of 1;0;100;2;0;1;0;4:20;0:23;8 of 20;1 of 5;3 of 4;3 of 5;1 of 1;4 of 6;6 of 14;5 of 12;1 of 2;3 of 4;5 of 9;0 of 0;66;12;25;37;8;50;50;62;8;37;41;0
Karo Parisyan;Nick Diaz;August 21, 2004;The Heat;;W;L;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;Dalby Shirley 29 - 28. Cecil Peoples 28 - 29. Marcos Rosales 27 - 30.;Welterweight Bout;-;UFC 49: Unfinished Business;Las Vegas, Nevada, USA;0;0;27 of 79;37 of 102;34;36;48 of 104;121 of 189;9 of 15;1 of 2;60;50;0;2;0;1;6:54;1:18;23 of 75;26 of 83;2 of 2;10 of 18;2 of 2;1 of 1;12 of 38;25 of 82;7 of 16;11 of 17;8 of 25;1 of 3;85;70;7;27;7;2;44;67;25;29;29;2
Yves Edwards;Josh Thomson;August 21, 2004;;The Punk;W;L;KO/TKO;1;4:32;3 Rnd (5-5-5);Steve Mazzagatti;Kick to Head At Distance;Lightweight Bout;-;UFC 49: Unfinished Business;Las Vegas, Nevada, USA;1;0;16 of 21;13 of 22;76;59;24 of 30;33 of 43;0 of 1;2 of 3;0;66;0;0;0;0;0:40;1:37;10 of 15;2 of 7;1 of 1;4 of 6;5 of 5;7 of 9;1 of 3;7 of 13;8 of 11;6 of 8;7 of 7;0 of 1;62;15;6;30;31;53;6;53;50;46;43;0
Ken Shamrock;Kimo Leopoldo;June 19, 2004;The World's Most Dangerous Man;;W;L;KO/TKO;1;1:26;3 Rnd (5-5-5);John McCarthy;Knee to Head In Clinch;Heavyweight Bout;-;UFC 48: Payback;Las Vegas, Nevada, USA;1;0;12 of 15;4 of 5;80;80;14 of 17;4 of 6;0 of 0;0 of 0;---;---;0;0;0;0;0:09;0:06;3 of 6;2 of 3;9 of 9;2 of 2;0 of 0;0 of 0;0 of 1;2 of 3;11 of 13;2 of 2;1 of 1;0 of 0;25;50;75;50;0;0;0;50;91;50;8;0
